step;lr;trainingloss;trainingppl
32530;0.63; 3.78;   43.78
32540;0.63; 3.83;   45.87
32550;0.63; 3.88;   48.34
32560;0.63; 3.84;   46.37
32570;0.63; 3.72;   41.45
32580;0.63; 3.76;   43.15
32590;0.63; 3.77;   43.21
32600;0.63; 3.70;   40.45
32610;0.63; 3.76;   42.80
32620;0.63; 3.80;   44.54
32630;0.63; 3.83;   45.99
32640;0.63; 3.83;   45.89
32650;0.63; 3.74;   42.27
32660;0.63; 3.69;   39.90
32670;0.63; 3.67;   39.44
32680;0.63; 3.76;   42.97
32690;0.63; 3.77;   43.49
32700;0.63; 3.77;   43.53
32710;0.63; 3.77;   43.54
32720;0.63; 3.71;   40.80
32730;0.63; 3.84;   46.49
32740;0.63; 3.83;   45.96
32750;0.63; 3.78;   43.61
32760;0.63; 3.70;   40.63
32770;0.63; 3.79;   44.31
32780;0.62; 3.77;   43.45
32790;0.62; 3.80;   44.85
32800;0.62; 3.74;   41.94
32810;0.62; 3.68;   39.64
32820;0.62; 3.70;   40.33
32830;0.62; 3.75;   42.61
32840;0.62; 3.84;   46.71
32850;0.62; 3.72;   41.29
32860;0.62; 3.69;   40.10
32870;0.62; 3.79;   44.11
32880;0.62; 3.79;   44.18
32890;0.62; 3.71;   41.03
32900;0.62; 3.83;   46.01
32910;0.62; 3.78;   43.90
32920;0.62; 3.75;   42.34
32930;0.62; 3.77;   43.27
32940;0.62; 3.69;   39.93
32950;0.62; 3.71;   40.82
32960;0.62; 3.79;   44.27
32970;0.62; 3.77;   43.39
32980;0.62; 3.75;   42.64
32990;0.62; 3.73;   41.58
33000;0.62; 3.63;   37.78
33010;0.62; 3.67;   39.13
33020;0.62; 3.60;   36.42
33030;0.62; 3.63;   37.80
33040;0.62; 3.80;   44.66
33050;0.62; 3.72;   41.10
33060;0.62; 3.76;   42.96
33070;0.62; 3.76;   42.83
33080;0.62; 3.85;   46.82
33090;0.62; 3.72;   41.23
33100;0.62; 3.76;   42.84
33110;0.62; 3.72;   41.32
33120;0.62; 3.83;   45.95
33130;0.62; 3.65;   38.52
33140;0.62; 3.70;   40.40
33150;0.62; 3.79;   44.16
33160;0.62; 3.68;   39.78
33170;0.62; 3.84;   46.51
33180;0.62; 3.92;   50.45
33190;0.62; 3.68;   39.46
33200;0.62; 3.75;   42.34
33210;0.62; 3.73;   41.70
33220;0.62; 3.76;   42.78
33230;0.62; 3.84;   46.63
33240;0.62; 3.77;   43.40
33250;0.62; 3.70;   40.41
33260;0.62; 3.74;   42.03
33270;0.62; 3.77;   43.56
33280;0.62; 3.69;   39.93
33290;0.62; 3.79;   44.33
33300;0.62; 3.77;   43.56
33310;0.62; 3.79;   44.33
33320;0.62; 3.77;   43.40
33330;0.62; 3.78;   43.76
33340;0.62; 3.69;   39.86
33350;0.62; 3.73;   41.56
33370;0.62; 4.14;   62.67
33380;0.62; 3.77;   43.29
33390;0.62; 3.81;   45.06
33400;0.62; 3.82;   45.46
33410;0.62; 3.78;   44.00
33420;0.62; 3.76;   43.07
33430;0.62; 3.71;   40.95
33440;0.62; 3.83;   46.17
33450;0.62; 3.83;   45.84
33460;0.62; 3.80;   44.78
33470;0.62; 3.79;   44.08
33480;0.62; 3.66;   38.80
33490;0.62; 3.72;   41.47
33500;0.62; 3.78;   43.61
33510;0.62; 3.79;   44.07
33520;0.62; 3.79;   44.19
33530;0.62; 3.77;   43.35
33540;0.62; 3.78;   43.80
33550;0.62; 3.82;   45.43
33560;0.62; 3.70;   40.27
33570;0.62; 3.75;   42.36
33580;0.62; 3.77;   43.56
33590;0.62; 3.81;   45.28
33600;0.62; 3.82;   45.43
33610;0.62; 3.68;   39.51
33620;0.62; 3.80;   44.71
33630;0.62; 3.79;   44.31
33640;0.62; 3.73;   41.55
33650;0.62; 3.78;   43.63
33660;0.62; 3.83;   46.00
33670;0.62; 3.71;   41.05
33680;0.62; 3.79;   44.07
33690;0.62; 3.77;   43.49
33700;0.62; 3.78;   43.86
33710;0.62; 3.78;   43.78
33720;0.62; 3.80;   44.89
33730;0.62; 3.85;   47.04
33740;0.62; 3.87;   48.01
33750;0.62; 3.89;   48.83
33760;0.62; 3.81;   45.24
33770;0.62; 3.78;   43.63
33780;0.62; 3.76;   42.80
33790;0.62; 3.74;   41.96
33800;0.62; 3.81;   45.08
33810;0.62; 3.80;   44.81
33820;0.62; 3.85;   46.87
33830;0.62; 3.91;   49.85
33840;0.62; 3.88;   48.38
33850;0.61; 3.75;   42.41
33860;0.61; 3.82;   45.50
33870;0.61; 3.62;   37.32
33880;0.61; 3.74;   41.97
33890;0.61; 3.75;   42.70
33900;0.61; 3.75;   42.32
33910;0.61; 3.68;   39.60
33920;0.61; 3.75;   42.57
33930;0.61; 3.78;   43.92
33940;0.61; 3.86;   47.52
33950;0.61; 3.80;   44.90
33960;0.61; 3.70;   40.29
33970;0.61; 3.74;   42.21
33980;0.61; 3.74;   42.05
33990;0.61; 3.66;   38.85
34000;0.61; 3.74;   42.15
34010;0.61; 3.79;   44.04
34020;0.61; 3.80;   44.48
34030;0.61; 3.78;   44.03
34040;0.61; 3.72;   41.08
34050;0.61; 3.68;   39.77
34060;0.61; 3.64;   38.16
34070;0.61; 3.76;   42.74
34080;0.61; 3.74;   42.25
34090;0.61; 3.73;   41.80
34100;0.61; 3.73;   41.65
34110;0.61; 3.68;   39.77
34120;0.61; 3.80;   44.91
34130;0.61; 3.81;   45.25
34140;0.61; 3.75;   42.73
34150;0.61; 3.69;   40.17
34160;0.61; 3.78;   43.92
34170;0.61; 3.74;   42.24
34180;0.61; 3.78;   44.00
34190;0.61; 3.71;   40.87
34200;0.61; 3.65;   38.39
34210;0.61; 3.66;   38.87
34220;0.61; 3.72;   41.43
34230;0.61; 3.81;   45.26
34240;0.61; 3.70;   40.37
34250;0.61; 3.65;   38.59
34260;0.61; 3.76;   43.00
34270;0.61; 3.77;   43.25
34280;0.61; 3.68;   39.54
34290;0.61; 3.82;   45.55
34300;0.61; 3.76;   43.15
34310;0.61; 3.72;   41.38
34320;0.61; 3.72;   41.43
34330;0.61; 3.66;   38.90
34340;0.61; 3.70;   40.27
34350;0.61; 3.77;   43.57
34360;0.61; 3.75;   42.65
34370;0.61; 3.73;   41.58
34380;0.61; 3.71;   40.95
34390;0.61; 3.62;   37.39
34400;0.61; 3.65;   38.35
34410;0.61; 3.57;   35.40
34420;0.61; 3.60;   36.62
34430;0.61; 3.77;   43.34
34440;0.61; 3.68;   39.70
34450;0.61; 3.75;   42.58
34460;0.61; 3.73;   41.82
34470;0.61; 3.82;   45.77
34480;0.61; 3.68;   39.74
34490;0.61; 3.71;   40.97
34500;0.61; 3.69;   40.00
34510;0.61; 3.80;   44.69
34520;0.61; 3.62;   37.30
34530;0.61; 3.68;   39.60
34540;0.61; 3.76;   43.07
34550;0.61; 3.66;   38.82
34560;0.61; 3.82;   45.75
34570;0.61; 3.90;   49.57
34580;0.61; 3.67;   39.32
34590;0.61; 3.73;   41.68
34600;0.61; 3.70;   40.30
34610;0.61; 3.74;   42.04
34620;0.61; 3.82;   45.71
34630;0.61; 3.74;   41.95
34640;0.61; 3.67;   39.19
34650;0.61; 3.70;   40.55
34660;0.61; 3.73;   41.73
34670;0.61; 3.66;   38.71
34680;0.61; 3.78;   43.66
34690;0.61; 3.76;   43.11
34700;0.61; 3.77;   43.49
34710;0.61; 3.77;   43.24
34720;0.61; 3.74;   42.17
34730;0.61; 3.67;   39.36
34740;0.61; 3.71;   40.73
